doc_id,annotation_id,topic,key_points
LongBeachCC_02092016_16-0125,127,National Resolution Support,"['1. The council is discussing support for Nation Teen Dating Violence Awareness Month, a way to raise awareness of the issues surrounding teen dating violence, and programs that help address it.', '2. One speaker reported that 1 in 10 teens experience violence, and 1 in 4 experience verbal abuse', ""3. Candy Lewis, the director of Positive Results Corporation, provided additional metrics, saying every 90 seconds a girl over the age of 12 years old in the United States is assaulted. In a survey of 2200 people, 48 percent report violence by the 6th grade, and 60.3 percent reported being hit, slapped, grabbed, pinched, spit on, with over 60 percent saying they didn't know they could be in a violence relationship."", '4. The motion passed unanimously']"
LongBeachCC_02092016_16-0125,127,Local Commitment to Prevention,"['1.  Several council members proposed a request to for solutions to support National Teen Dating Violence Awareness and Prevention month in February.', '2. From recent national surveys conducted among teens, one in ten teen is reported in an abusive relationship that resulted in injury from a partner in the last 12 months.', ""3. Candy Lewis, the executive director of the Positive Result Corporation, says the non-profit highlights their mission to address teen dating violence and sexual assault in today's youth and communities of color."", '4. Lewis also mentions that at this moment from collected data that every 90 seconds, a girl in the United States is assaulted.', '5. Lewis claims that teen dating violence is an epidemic that is unfathomable as the number reported is already shocking.', '6. The council concluded that the motion is carried.']"
DenverCityCouncil_04052021_21-0386,128,Council Meeting Transcript,"['1. There is a vote to adopt Council Resolution 20 1-0386.', '2. There is a vote to adopt Council Bill 21 351.', '3. Members of the Denver Parks and Recreation department and the Denver American Indian Commission will be on hand to answer questions about Council Bill 21 351.']"
DenverCityCouncil_04052021_21-0386,128,Resolution and Bill Adoption,"['1. Resolution 386 has been called for a vote, and Bill 351 has been called for comments for final consideration.', '2.Resolution 386, which is a collective bargaining agreement for the sheriffs department, was put on the floor and adopted with 12 ayes, Councilmember CdeBaca abstained from the vote.', '3. Bill 351 was put on the floor for comments and passed with 13 ayes.', '4. There will be a public hearing to discuss Bill 13, which will change the zoning classification for 1576 South Josephine Street.']"
DenverCityCouncil_04052021_21-0386,128,Public Hearing on Council Bill 13,"['1. There is a required public hearing on Council Bill 13 tonight, which would change the zoning classification for 1576 South Josephine Street in Cary Marrow.']"
AlamedaCC_11172015_2015-2270,129,Bike Share Program,"[""1. Alameda's potential inclusion in the Bay Area Bike Share Program."", '2. The program, which is now run by a business that MTC has hired, wants to increase from 700 to 7000 bicycles.', '3.The intention is for Alameda to take part in the future.']"
AlamedaCC_11172015_2015-2270,129,Expansion of program to Alameda,"['1. The council talked on whether Alameda may join the Bay Area Bike Share Program.', '2. Council members believe that Alameda is a bikeable city and that bike sharing would be beneficial.', '3. The Council wants Alameda to be a part of any future expansion discussions.']"
AlamedaCC_11172015_2015-2270,129,Feasibility of participation in program,"['1. The council talked about whether Alameda might join the Bay Area Bike Share Program, which is already in place in other communities.', ""2. Council members agreed to look into Alameda's future involvement and gave staff the go-ahead to assess the program's expenses."", '3. There is agreement among the council members to look into this possibility.']"
SeattleCityCouncil_08142017_Res 31764,130,Resolution 31764,"['1. Resolution 31764 is a resolution which wishes to redevelop the Arena at Seattle Center into a state of the art multipurpose entertainment and sports center, specifically supporting negotiations with Oak View Group LLC to help with this redevelopment, and that the mayor negotiate a memorandum of understanding with Oak View Group for the councils review and action.', '2. The speaker wishes to substitute version 2 of the resolution for a version 1B, which adds new language to various sections of the resolution, including clarifications on the needs of the council in order to take action on the contents of the resolution by the end of the year, recognition of the work of Councilmember Suarez to get an independent financial review for the project, and amendments in order to recognition a previous council letter from June 26.']"
SeattleCityCouncil_08142017_Res 31764,130,Seattle Center Arena,"['1. The Council discusses redeveloping an arena into a multipurpose entertainment venue.', '2. An amendment adds three new sets of language.', '3. Another amendment honors the work of Councilmember Suarez.', '4. The Council also requests that the Mayor negotiates a memorandum of understanding with OPG.']"
SeattleCityCouncil_08142017_Res 31764,130,Council Negotiations,"['1. The Council is negotiating on redeveloping the Arena at Seattle Center into a multipurpose entertainment center.', ""2. They also negotiate an amendment that recognizes the council's letter."", '3. Another amendment is proposed to honor the work of a councilmember.', '4. The final amendment says to carry out a review by the end of the year.']"
LongBeachCC_02082022_22-0137,131,Body Worn Camera Policy,"['1. The Police Department is seeking $368,000 for body cameras.', '2. Currently there are around 630 body cameras operational in the field.', '3. Footage from cameras is being stored on evidence.com']"
LongBeachCC_02082022_22-0137,131,Grant Funding Allocation,"['1. At a council meeting, the police department recommended to receive grant funding for $368,000.', '2. The money would fund law enforcement, specifically a body camera program for police.', '3. This would be funded by citywide grant revenue.', '4. A cost report of implementing the camera program was requested.', '5. The motion passed.']"
LongBeachCC_02082022_22-0137,131,Cost Analysis of Body Worn Cameras,"['1. The city has approved $368,000 for body cameras for police.', '2. Roughly 630 officers are using them.', '3. A councilperson is seeking a report on the cost analysis of cameras.']"
AlamedaCC_09152020_2020-8293,132,Ordinance amending development fees,"['1. An amendment to repeal part of the element code regarding Chapter 27 development fees is being discussed.', '2. Jay Garfinkel expresses concerns with the process for this amendment. He believes that since the item contains a letter from an attorney which raises concerns about the situation, that city manager and attorney should weigh on the validity of the objection.', '3. Another speaker reiterated that this current reading is second reading of the ordinance, and that the item was deliberated at the last council meeting and voted upon, a final vote is performed.']"
AlamedaCC_09152020_2020-8293,132,Legal challenge to proceedings,"['1. This article is a transcript from a committee meeting that details a legal challenge regarding amending the element of a code.', '2. A speaker thinks it would be wise to hear from the city manager and attorney in writing to address the objection.']"
AlamedaCC_09152020_2020-8293,132,Reappointment and appointment of board members,"['1. Thomas Saxby was reappointed as a member of the Historical Advisory Board.', '2. Adam Gillet was reappointed, and Tierney Stringer was appointed as a member of the Public Art Commission.', '3. The Council reappointed Gerald 70 as a member of the Public Utilities Board.', '4. Samantha Soules was appointed as a member of the Transportation Commission.', '5. The council expresses gratitude for the high quality and quantity of applicants for board positions.']"
LongBeachCC_04222014_14-0307,133,Election postponement,"['1. The speaker Larry Goodhew Clarke thinks that the city should declare a state of emergency that would allow them to postpone the mayoral election for a year.', '2. During this time he believes they should hire a retired federal judge to get the city back on ""sound footing"".', '3. He believes that the current candidates are ""putrid"" and it is a shame they can\'t find better candidates for election.']"
LongBeachCC_04222014_14-0307,133,Declaring a state of emergency,"['1. A state of emergency is being proposed by Larry Goodhew Clarke.', '2. He suggested the city hire a retired judge to bring to city back to ""sound footing""', '3. During this time they would postpone the mayoral election for one year in order to determine better candidates for the election as they find them ""putrid""']"
LongBeachCC_04222014_14-0307,133,Hiring a retired US federal judge,"['1. The speaker suggests that the city hire a retired US federal judge to help bring the city back on a sound footing.', '2. Speaker proposed that after a year or so, go back to the public with an election.']"
SeattleCityCouncil_05262020_CB 119794,134,Employee benefits,"['1. The proposal would authorize execution of a memorandum of Understanding for Flexibility to start a civil emergency declared on March three, 2020, providing certain benefits that conditions for employees using relief pursuant to the Families First Coronavirus Response Act.']"
SeattleCityCouncil_05262020_CB 119794,134,Civil emergency declaration,"['1. Emergency legislation authorized execution of a memorandum of understanding for flexibility to start a civil emergency.', '2. The emergency was declared on March 3, 2020.', '3. The legislation provides certain benefits for employees using relief pursuant to the Families First Coronavirus Response Act.']"
SeattleCityCouncil_05262020_CB 119794,134,Families First Coronavirus Response Act,"['1. The council to discuss the use of relief underlined in the Families First Coronavirus Response Act.', '2. Bill 119795 relates to the authorization of a memorandum of understanding for flexibility to start civil emergency that was declared on March 3rd, 2020.']"
LongBeachCC_08152017_17-0671,135,Entertainment Without Dancing,"['1. There is a discussion on granting an entertainment without dancing permit for a restaurant.', '2. The establishment is Good Bar and Eatery.', '3. The owners argue that the bar has improved the area and that local residents love it.']"
LongBeachCC_08152017_17-0671,135,Financial Management Recommendation,"['1. The article deals with financial management recommendation to grant an entertainment permit.', '2. The business requesting a permit is the Good Bar and Eatery.', '3. Miss Sandy Palmer is the business services manager for the Financial Management Department.', '4. Sandy Palmer delivered the staff presentation in favor of the Good Bar and Eatery.']"
LongBeachCC_08152017_17-0671,135,Entertainment Permit Grant,"['1. A city council meeting is discussing granting an entertainment permit to the Good Barn Eatery at 3316 East Seventh Street.', '2. The permit is for Entertainment Without Dancing.', '3. The owners of the Good Barn Eatery made statements pleading their case.', '4. Entertainment licenses are not grandfathered in.', '5. The permit was voted on and approved.']"
AlamedaCC_04042017_2017-4092,136,Supportive Housing Facilities,"['1. The city council recommends approving plans for supportive housing at Alameda Point.', '2. The housing would support women and children in need.']"
AlamedaCC_04042017_2017-4092,136,Collaborative Building Futures,"[""1. Recommendation to accept a term sheet for implementation with Mid-Penn Housing LME Collaborative Building Futures for the relocation and development of new supportive housing in Alameda Point's Main Street area.""]"
AlamedaCC_04042017_2017-4092,136,Relocation and Construction,"['1. There has been recommendations to approve an implementation term sheet with Mid-Penn Housing LME 2.0, Collaborative Building Futures with Women and Children and Operation Dignity.', '2. The request is for the relocation and construction of new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point.']"
LongBeachCC_05062014_14-0330,137,Contract details,['1. The proposal would give the city manager authority to contract with Hrb Inc for pipeline replacement.']
LongBeachCC_05062014_14-0330,137,Pipeline replacement,"['1. The issue of adopting plans and specifications for a replacement pipeline will be discussed at a meeting.', '2. This proposal would authorize the city manager to hire a contractor to replace the pipeline.', '3. The contractor considered is Hrb Inc.']"
LongBeachCC_05062014_14-0330,137,Hrb Inc,['1. Item 13 Its suggestion that the city manager hire Hrb Inc. to replace the pipelines and that the plans and specifications be adopted.']
LongBeachCC_08252020_20-0608,138,Community Choice Aggregation,"['1. This article is about a request for City Council to endorse the Climate Action Adaptation Plan.', '2. This plan includes the Community Choice Aggregation Initiative and a construction career policy.', '3. Many claim that Community Choice Aggregate has been working well, and 34 cities have been using it.', '4. Some speakers addressed the connection between the Climate Action Plan and serious climate impacts.', '5. There were also discussions about the racial equity and reconciliation report on race in Long Beach.']"
LongBeachCC_08252020_20-0608,138,Climate Action Adaptation Plan,"['1. The Climate Action Adaptation Plan is recommended by speakers.', '2. The plan includes a climate action plan and a community choice energy program.', '3. One speaker argues that the Plan needs to be looked at through a racial lens as well.']"
LongBeachCC_08252020_20-0608,138,Endorsement from City Council,"['1. The document is a meeting agenda regarding climate action plans and community choice aggregation.', ""2. Speakers expressed support for both the climate action plan, and for the environmental impact of the city's actions.""]"
LongBeachCC_05102022_22-0507,139,Master Fee Schedule Changes,"['1. The article discusses a City Council resolution that will change the Fy22 master fee and charges schedule citywide.', '2. Schedule changes includes adjustments across six departments, with changes based on the completed cost of service study.', '3. Proposed fee changes also include other department fee recommendations necessary for administrative and operational purposes.']"
LongBeachCC_05102022_22-0507,139,Cost Recovery Fees,"['1. The Council discusses amendments to the mast fees and charges schedule.', '2. The changes make adjustments for six departments with changes based on the cost of service study for Energy Resources and Public Works.', '3. There is also a discussion on fees on pet ownership licenses.']"
LongBeachCC_05102022_22-0507,139,Department Fee Recommendations,"['1. Changes to the master fees and charges schedule includes adjustments across six departments.', '2. These changes are based on the completed cost of service study for the energy resources and public works department.', '3. The Parks and Recreation Department discusses consolidating pet license renewals to save on mailing costs.']"
BostonCC_06292022_2022-0708,140,Funding Reduction,"['1. The committee will discuss a proposal from The Committee on City Services Innovation Technology.', '2. The proposal is for a funding reduction of $123,291.', '3. The money saved would provide funding for various departments.']"
BostonCC_06292022_2022-0708,140,Collective Bargaining Reserve,"['1. The Committee on City Services Innovation Technology is asked to approve a reduction to the reserve for collective bargaining by $123,291.', '2. The funds will be distributed among various departments for the fiscal year 2022.']"
BostonCC_06292022_2022-0708,140,Various Department Funding,"['1. The Council is discussing various funding for the government, including the Committee on Housing and Community Development authorizing the city of Boston to apply for, accept and expend 21,597,797 dollars provided under the American Rescue Plan to provide housing for the homeless, those at risk of being homeless or other vulnerable populations.', '2. One speaker expressed concerns that support from Housing and Urban Development has flatlined for various reasons including inflation and undercounted populations.', '3. Additionally, recommended by the Committee on City Services, Innovation, and Technology, docket number 0625 is intended to reduce the fiscal year 22 reserve for collective bargaining by 123,291 dollars to be redisposed to other departments.']"
LongBeachCC_02142017_17-0099,141,Budget Performance,"['1. The Long Beach council is set to discuss financial management recommendations.', '2. They will analyze the 2016 end budget performance report to make their decisions.']"
LongBeachCC_02142017_17-0099,141,Year-End Report,"['1. The year end report is a citywide budget performance report.', '2. The report is from the 2016 fiscal year.']"
LongBeachCC_02142017_17-0099,141,Fiscal Year 2016,['1. Item 21 included recommendations in response to the 2016 fiscal year report on budget performance citywide in Long Beach.']
AlamedaCC_02172015_2015-1189,142,Sales tax collection trends,"['1. The document provides information on the second quarter sales tax collections for the period ending December 31st, 2014.', '2. The report shows a 40% collection rate up from the 32% of last year']"
AlamedaCC_02172015_2015-1189,142,Industry performance,"['1. Sales tax collections for the second quarter were 40%.', '2. Restaurants and consumer goods were the strongest industries were leading the quarter.', '3. The fuel industry may post losses in the coming year.', '4. The city tax rate of 9% is the lowest in the area.']"
AlamedaCC_02172015_2015-1189,142,Concerns over fuel prices,"['1. Fuel, unlike other trending sales department such as online retailing, is concerning to the council when discussing sales.', '2. Comparing the numbers from the last council meeting, fuel sales are down to $0.25 per gallon.', '3. Tesoro had a strike and propelled the price to jump causing an increase in price, $0.30 per gallon, in the last two weeks.', '4. As supply of fuel is in close correlation to the fracking industry, prices will fluctuate per barrel depending on the industries condition.']"
DenverCityCouncil_07312017_17-0680,143,Council Meeting Proceedings,"['1. Resolution 687 was passed.', '2. Council Bill 680 was withdrawn so the council voted no.', '3. The article concludes with a block vote and the adoption of resolutions.']"
DenverCityCouncil_07312017_17-0680,143,Vote Results and Discussions,"['1. The article reflects a council meeting where issues are voted on and discussed.', '2. Resolution 687 was passed.', '2. Council bill 680 was defeated.', '3. The applicant for the bill has withdrawn their application.', '4. The block vote section was debated afterward, and no one wanted a separate vote.', '5. All issues in the block vote were passed unanimously.']"
DenverCityCouncil_07312017_17-0680,143,Block Vote Results and Adoptions,"['1. The article details the results of a block vote at a council meeting.', '2. The council members did not object to certain items in the block for a separate vote.', '3. The adoptions and bill numbers were read aloud and voted on together.', '4. The block vote passed unanimously and the resolutions were adopted.']"
SeattleCityCouncil_03202017_CB 118921,144,Establishment of Seattle Renters Commission,"['1. The item being discussed is to establish a Seattle Renters Commission, which would represent th reinterests of renters in Seattle, which would advise and make recommendations to the Mayor and City Council regarding policy decisions that are of importance to renters.', ""2. Nearly 54% of all Seattle's households are rented, so it is important to ensure there are renter and landlord protection laws. But it also extends beyond to other things that affect renters, like transit, public health, safety, parks and education."", '3. This commission will consist of six members appointed by the mayor, six by city council, and two selected by the commission and a final member from the Get Engaged program.', '4. Applications for the commission will begin in April, Appointments should begin in May, and the Commissions first meeting would be early Summer.']"
SeattleCityCouncil_03202017_CB 118921,144,Representation of Renters Interests,"['1. The Council is voting to establish a Seattle Renters Commission.', '2. The Commission will represent the interests of renters.', '3. Around half of Seattle households are occupied by renters.', '4. The Commission would allow renters to provide input on topics like transit, publish health and open space education.', '5. The Commission will be comprised of 15 people.']"
SeattleCityCouncil_03202017_CB 118921,144,Public Policy Matters,"['1. The Council is voting on the establishment of a Seattle Renters Commission to represent renters.', '2. Renters make up around half of the city residents.', '3. The commission will have a say on things like transit, parks, public safety and open space education.', '4. The commission will have 15 members.', '5. The motion passes unanimously.']"
LongBeachCC_04172018_18-0326,145,Destruction of Internal Affairs Division records,"['1. The document discusses concerns over the Long Beach Police Departments destruction of items from the Internal Affairs Division.', '2. The speaker claims the destruction of these items prevents accountability and limits the ability to investigate complaints against the police.']"
LongBeachCC_04172018_18-0326,145,Lack of access to paperwork and documentation,"['1. Stephanie Dawson expresses concerns regarding the destruction of items from the Internal Affairs Division in the Long Beach Police Department.', '2. The destruction of these items may hinder those in the community trying to file a complaint, say if records of proof of the complaint were destroyed it would cause problems.', '3. One speaker also share concerns that there seems to be no process to indicate that wrong doing had been committed if those documents are missing, and there is no record of what is being destroyed or when. The speaker says this leaves them feeling unprotected.']"
LongBeachCC_04172018_18-0326,145,Concerns about cover-up and protection of citizens' rights,"['1. The public is concerned with the destruction of records by the Long Beach council.', '2. This would make it harder for the public to file complaints.', ""3. It could violate citizens' rights by destroying potential evidence.""]"
LongBeachCC_12052017_17-1101,146,Property Development,"['1. The City Council is discussing property development by Raintree for 127 through 135 East Broadway.', '2. A $1.3 million price reduction would be needed.', '3. The development would bring 400 units to the downtown area.', '4. The development also includes spaces for art and a promenade.']"
LongBeachCC_12052017_17-1101,146,Council Meeting,"['1. Council meeting regarding construction on two major projects.', '2. A reduction in the price of a $1.3 million is required for the project to pass.', '3. Council members approves of a plan suggested by a third-party consultant, Raintree, to make sure that the reduction for the project is justified.', '4. The two projects in the downtown will bring over 400 units to the city.', '5. During the meeting, a person named Mr. Woods expressed his disgust with the deal that is being accepted and compare the whole purchase of the are flies on garbage due to Raintree’s past performance.', '6. The motion for the request was carried.']"
LongBeachCC_12052017_17-1101,146,Economic Analysis,"[""1. The article discusses a third-party consultant's economic analysis of two Raintree properties in Long Beach."", '2. The analysis found a $1.3M reduction was needed for the downtown property.', '3. The developer accepted and is ready to proceed, bringing 400 new housing units.']"
SeattleCityCouncil_02162021_CB 119996,147,Seattle Fire Code,"['1. The article details a committee meeting discussing the Seattle Fire Code.', '2. The committee recommends that the Seattle Fire Code bill passes to be in line with the 2018 International Fire Code.', '3. The fire code is updated every three years.', '4. One update to the fire code is allowing alternative fuel vehicles on display inside to keep their battery connection to keep their safety systems active.', '5. Another update deals with the need for integrated fire testing systems in high rise buildings.', '6. Another update will allow for mobile fueling updates only in parking areas that meet specific requirements.', '7. A final update involves changing the way electrical and storage systems are installed.', '8. The bill is amended and a missing page is added dealing with fuel tank storage.', '9. The new fire code changes is unanimously adopted.']"
SeattleCityCouncil_02162021_CB 119996,147,Amendment to Bill 119996,"[""1. Bill 119996 relating to Seattle's construction codes."", '2. Amendment to Bill 119996 is an addition page added regarding fuel tank storage.', ""3. The page was inadvertently left out and includes some changes from the International Fire Council's code."", '4. The amendment was added to Bill 119996 with nine in favor and unopposed.']"
SeattleCityCouncil_02162021_CB 119996,147,Updates to Development Standards,"['1. The article is about a Seattle committee meeting discussing the updates on development standards for the fire code.', '2. A proposed update relates to the allowing of alternative fuel vehicles on display inside a building to keep their battery connection to arm their safety systems.', '3. Another update deals with the need for integrated fire protection testing systems in high rise buildings.', '4. Another update deals with allowing the mobile fueling of vehicles to occur only in areas that meet certain requirements.', '5. Another change updates the codes for the installation of large electrical and storage systems.', '6. A missing page regarding fuel tank storage was also added.', '7. The updates were passed unanimously.']"
LongBeachCC_04212015_15-0344,148,Water Conservation Measures,"['1. The City Council requests that the city manager report back within 45 days on measures being taken to meet new water conservation requirements.', '2. There was also a request for the water department to provide a report.']"
LongBeachCC_04212015_15-0344,148,City Response to New Requirements,['1. The document requests city managers to report back to City Council within 45 days on the measures that the city is taking to meet the new water conservation requirements and request the water department to provide a report.']
LongBeachCC_04212015_15-0344,148,Report on Water Department Efforts,"['1. The Council recommends requesting the city manager report back in 45 days on the measures the city is taking on water conservation requirements.', '2. The Council also recommends requesting the Water Department provide a report.']"
SeattleCityCouncil_03092020_CB 119752,149,Rent Bidding Platforms,"['1. The committee is discussing housing bidding platforms.', '2. The Office of Housing conducted an evaluation of rent bidding platforms for a year.', '3. This time frame included a prohibition on the use of these platforms.', '4. The purpose of this evaluation was to decide if rent bidding platforms are fair.', '5. The study found that the city needed more data.', '6. The legislation being voted on would repeal the prohibition of rent bidding platforms.', '7. The Office of Housing will monitor the effect of rent bidding platforms in practice.', '8. The bill encourages rent bidding platforms to post to the Seattle Open Housing website.', '9. The bill passed unanimously.']"
SeattleCityCouncil_03092020_CB 119752,149,Fair Housing Laws,"['1. A bill was introduced two years ago which prohibited the use of rent bidding platforms, which would allow the Office of Housing to investigate if they are in violation of fair housing laws', '2. A yes on this vote would amend that bill to lift the prohibition with new provisions which reflect the contents of a report on these platforms from the Office of Housing', '3. These provision would include collecting tracking data to ensure platforms are functioning for bidding purposes, track if they are affecting equitable access to housing, and that the Office of Civil Rights test them to ensure they are in compliance with fair housing laws', '4. Any findings from these reviews will be used to mitigate any unintended consequences they may have on equitable access.']"
SeattleCityCouncil_03092020_CB 119752,149,Data Collection and Analysis,"['1. The city needed additional data to determine whether or not there was any impacts from rent bidding platforms on our Seattle Fair Housing Ordinance.', '2. Proposed legislation would include a request that Office of Housing collect data to track whether or not meeting platforms are functioning for bidding purposes or other non bidding functions.', '3. It requests that if data shows that bidding platforms are having an impact on equitable access to housing, that the OCR and Office of Housing will provide recommendations on possible regulations to mitigate unintended consequences.']"
